,m1,m2,m3,m4,m5,m6
396,aff.nor,aff.nor,questn,aff.nor,aff.nor,phone
397,questn,chunk,questn,chunk,aff.nor,end
398,aff.nor,aff.nor,aff.nor,piss.off,chunk,piss.off
399,aff.nor,aff.nor,questn,questn,questn,end
400,aff.nor,aff.nor,chunk,chunk,chunk,end
401,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
402,questn,aff.nor,aff.off,aff.off,aff.off,piss.off
403,chunk,questn,chunk,chunk,questn,end
404,chunk,aff.nor,questn,questn,questn,end
405,aff.nor,questn,aff.nor,aff.nor,questn,end
406,aff.nor,questn,questn,questn,questn,phone
407,aff.nor,aff.nor,questn,questn,questn,end
408,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
409,aff.nor,aff.nor,piss.off,aff.nor,aff.nor,phone
410,questn,aff.nor,chunk,chunk,chunk,end
411,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
412,aff.nor,aff.nor,questn,questn,questn,end
413,aff.nor,aff.nor,chunk,chunk,chunk,phone
414,aff.nor,questn,questn,questn,questn,end
415,aff.nor,aff.nor,chunk,chunk,questn,end
416,aff.nor,aff.nor,chunk,chunk,chunk,end
417,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
418,aff.nor,aff.nor,chunk,aff.nor,aff.nor,end
419,aff.nor,questn,aff.nor,questn,aff.nor,piss.off
420,questn,aff.nor,chunk,chunk,chunk,phone
421,aff.nor,questn,chunk,chunk,questn,end
422,aff.nor,aff.nor,questn,aff.nor,chunk,end
423,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
424,aff.nor,aff.nor,chunk,chunk,chunk,phone
425,questn,chunk,chunk,chunk,chunk,end
426,aff.nor,aff.nor,questn,aff.nor,piss.off,end
427,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
428,questn,aff.nor,questn,chunk,questn,phone
429,questn,questn,aff.nor,aff.nor,aff.nor,phone
430,aff.nor,aff.nor,aff.nor,chunk,aff.nor,phone
431,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
432,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
433,aff.nor,chunk,aff.off,aff.off,aff.off,end
434,questn,aff.nor,chunk,chunk,questn,end
435,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
436,chunk,aff.nor,aff.nor,aff.nor,aff.nor,end
437,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
438,aff.nor,aff.nor,aff.nor,questn,questn,end
439,aff.nor,aff.nor,chunk,chunk,chunk,end
440,chunk,questn,chunk,chunk,questn,end
441,questn,aff.nor,questn,questn,questn,end
442,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
443,aff.nor,questn,aff.nor,aff.nor,questn,end
444,aff.nor,aff.nor,piss.off,aff.nor,aff.nor,end
445,aff.nor,aff.nor,questn,questn,aff.nor,end
446,questn,aff.nor,chunk,chunk,questn,end
447,aff.nor,aff.nor,aff.nor,chunk,aff.nor,end
448,chunk,questn,aff.off,aff.off,aff.off,end
449,aff.nor,aff.nor,questn,questn,aff.nor,end
450,aff.nor,aff.nor,questn,questn,questn,end
451,questn,aff.nor,aff.nor,aff.nor,chunk,phone
454,chunk,aff.nor,chunk,chunk,chunk,end
455,questn,questn,chunk,chunk,chunk,end
456,aff.nor,piss.off,aff.nor,questn,chunk,phone
457,aff.nor,aff.nor,chunk,chunk,questn,end
458,chunk,questn,aff.off,aff.off,aff.off,piss.off
459,piss.off,aff.nor,aff.nor,aff.nor,questn,piss.off
460,questn,aff.nor,aff.off,aff.off,aff.off,piss.off
461,aff.nor,aff.nor,chunk,chunk,questn,end
462,aff.nor,aff.nor,chunk,chunk,chunk,end
463,aff.nor,aff.nor,aff.nor,questn,chunk,phone
464,chunk,aff.nor,aff.nor,aff.nor,questn,end
465,aff.nor,questn,aff.off,aff.off,aff.off,end
466,aff.nor,aff.nor,aff.nor,questn,aff.nor,phone
467,aff.nor,aff.nor,aff.nor,piss.off,questn,piss.off
468,aff.nor,aff.nor,chunk,chunk,questn,end
469,aff.nor,questn,chunk,chunk,chunk,end
470,questn,aff.nor,piss.off,questn,aff.nor,end
471,aff.nor,aff.nor,questn,questn,questn,end
472,chunk,aff.nor,questn,questn,questn,end
473,questn,aff.nor,chunk,chunk,questn,end
474,questn,questn,aff.nor,aff.nor,aff.nor,end
475,aff.nor,aff.nor,chunk,chunk,questn,end
476,aff.nor,aff.nor,questn,questn,questn,end
477,aff.nor,questn,aff.off,aff.off,aff.off,piss.off
478,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
479,aff.nor,chunk,aff.nor,aff.nor,chunk,end
480,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
481,chunk,aff.nor,questn,questn,questn,end
482,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
483,questn,aff.nor,questn,questn,questn,end
484,aff.nor,questn,aff.nor,chunk,aff.nor,end
485,questn,questn,aff.off,aff.off,aff.off,piss.off
486,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
487,aff.nor,questn,aff.nor,questn,chunk,end
488,questn,aff.nor,questn,aff.nor,aff.nor,end
490,aff.nor,piss.off,aff.off,aff.off,aff.off,end
491,questn,aff.nor,aff.off,aff.off,aff.off,end
492,aff.nor,questn,questn,questn,questn,end
493,questn,aff.nor,aff.nor,aff.nor,questn,end
494,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
495,aff.nor,questn,chunk,aff.nor,questn,end
497,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
498,aff.nor,aff.nor,chunk,chunk,questn,end
499,questn,aff.nor,chunk,chunk,questn,end
500,aff.nor,piss.off,questn,questn,questn,end
501,questn,aff.nor,questn,questn,questn,end
503,questn,aff.nor,chunk,aff.nor,aff.nor,end
505,questn,aff.nor,aff.nor,questn,aff.nor,end
506,aff.nor,piss.off,chunk,chunk,questn,end
507,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
508,questn,questn,chunk,chunk,questn,end
509,aff.nor,aff.nor,chunk,chunk,questn,end
510,questn,chunk,aff.off,aff.off,aff.off,piss.off
511,questn,questn,chunk,chunk,chunk,end
512,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
513,aff.nor,questn,questn,questn,questn,end
514,chunk,aff.nor,questn,questn,questn,end
515,aff.nor,aff.nor,questn,questn,questn,end
516,aff.nor,questn,aff.nor,questn,aff.nor,piss.off
517,questn,aff.nor,questn,aff.nor,aff.nor,phone
518,questn,aff.nor,chunk,chunk,chunk,end
519,aff.nor,aff.nor,questn,questn,questn,end
520,questn,aff.nor,chunk,chunk,aff.nor,end
521,piss.off,aff.nor,aff.nor,aff.nor,aff.nor,phone
522,chunk,questn,questn,questn,questn,end
523,questn,aff.nor,aff.nor,aff.nor,questn,end
524,aff.nor,aff.nor,chunk,chunk,chunk,end
525,aff.nor,chunk,aff.nor,aff.nor,aff.nor,end
526,aff.nor,aff.nor,chunk,chunk,chunk,end
527,aff.nor,aff.nor,piss.off,questn,aff.nor,end
528,questn,aff.nor,questn,questn,questn,end
529,aff.nor,aff.nor,aff.nor,questn,questn,phone
530,aff.nor,aff.nor,chunk,chunk,questn,end
531,aff.nor,aff.nor,aff.nor,aff.nor,chunk,end
532,aff.nor,aff.nor,chunk,chunk,questn,end
533,aff.nor,questn,chunk,chunk,questn,end
534,aff.nor,chunk,chunk,chunk,chunk,end
535,aff.nor,aff.nor,chunk,aff.nor,aff.nor,end
536,aff.nor,aff.nor,questn,questn,chunk,end
537,aff.nor,aff.nor,chunk,chunk,questn,end
538,chunk,aff.nor,aff.off,aff.off,aff.off,piss.off
539,questn,chunk,aff.nor,aff.nor,questn,end
540,aff.nor,aff.nor,aff.nor,aff.nor,piss.off,end
541,aff.nor,questn,aff.nor,chunk,aff.nor,end
542,questn,questn,questn,questn,questn,end
543,questn,chunk,chunk,chunk,chunk,end
544,aff.nor,aff.nor,questn,questn,questn,end
545,questn,questn,chunk,chunk,chunk,end
546,questn,aff.nor,aff.off,aff.off,aff.off,piss.off
547,aff.nor,aff.nor,aff.nor,chunk,chunk,end
548,aff.nor,aff.nor,questn,questn,questn,end
549,questn,chunk,aff.nor,questn,aff.nor,end
550,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
551,chunk,aff.nor,aff.off,aff.off,aff.off,piss.off
552,chunk,aff.nor,chunk,chunk,questn,end
553,aff.nor,aff.nor,chunk,chunk,questn,end
554,aff.nor,chunk,questn,questn,questn,end
555,aff.nor,chunk,aff.nor,aff.nor,chunk,end
557,aff.nor,aff.nor,chunk,chunk,questn,end
558,aff.nor,questn,chunk,aff.nor,questn,end
559,questn,aff.nor,chunk,chunk,questn,end
560,questn,aff.nor,chunk,chunk,questn,end
561,chunk,questn,chunk,chunk,chunk,phone
562,questn,aff.nor,chunk,chunk,questn,end
563,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
564,aff.nor,aff.nor,questn,questn,questn,end
565,aff.nor,aff.nor,aff.nor,chunk,aff.nor,phone
567,questn,questn,piss.off,aff.nor,aff.nor,end
568,chunk,questn,aff.nor,aff.nor,aff.nor,end
569,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
570,aff.nor,chunk,aff.nor,aff.nor,aff.nor,end
571,aff.nor,aff.nor,questn,questn,questn,end
572,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
573,aff.nor,questn,chunk,chunk,chunk,end
574,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
575,chunk,questn,aff.nor,aff.nor,aff.nor,end
576,aff.nor,aff.nor,questn,questn,questn,end
577,questn,questn,aff.nor,aff.nor,aff.nor,end
578,questn,aff.nor,aff.off,aff.off,aff.off,end
579,questn,questn,aff.nor,aff.nor,aff.nor,end
580,aff.nor,chunk,chunk,chunk,questn,end
581,aff.nor,piss.off,aff.off,aff.off,aff.off,piss.off
584,questn,aff.nor,chunk,chunk,chunk,end
585,aff.nor,questn,aff.nor,questn,aff.nor,end
586,aff.nor,questn,chunk,chunk,chunk,end
587,piss.off,questn,aff.off,aff.off,aff.off,end
588,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
589,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
590,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
591,aff.nor,aff.nor,questn,questn,questn,end
592,aff.nor,aff.nor,chunk,chunk,chunk,end
593,aff.nor,aff.nor,chunk,chunk,questn,phone
594,aff.nor,aff.nor,chunk,chunk,chunk,end
595,questn,aff.nor,chunk,chunk,questn,end
596,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
597,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
598,aff.nor,aff.nor,questn,questn,questn,end
599,aff.nor,chunk,chunk,chunk,questn,end
600,aff.nor,chunk,questn,questn,questn,end
601,aff.nor,aff.nor,questn,aff.nor,aff.nor,piss.off
602,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
603,aff.nor,questn,aff.nor,aff.nor,questn,end
604,aff.nor,aff.nor,chunk,aff.nor,aff.nor,end
605,chunk,aff.nor,chunk,chunk,chunk,end
606,aff.nor,aff.nor,chunk,chunk,questn,end
607,questn,aff.nor,aff.nor,aff.nor,aff.nor,piss.off
608,questn,aff.nor,chunk,chunk,questn,end
609,chunk,questn,chunk,chunk,chunk,end
610,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
611,questn,questn,aff.nor,aff.nor,questn,phone
612,aff.nor,questn,aff.nor,aff.nor,questn,end
613,aff.nor,aff.nor,chunk,chunk,questn,end
614,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
615,questn,aff.nor,questn,questn,aff.nor,end
616,aff.nor,chunk,aff.nor,chunk,piss.off,end
617,aff.nor,questn,aff.off,aff.off,aff.off,piss.off
618,aff.nor,aff.nor,aff.nor,chunk,aff.nor,end
619,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
620,aff.nor,aff.nor,chunk,chunk,chunk,end
621,aff.nor,questn,chunk,chunk,questn,end
622,questn,aff.nor,aff.nor,chunk,questn,phone
623,aff.nor,questn,chunk,chunk,chunk,end
624,aff.nor,aff.nor,chunk,chunk,questn,end
625,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
626,chunk,aff.nor,chunk,chunk,chunk,end
627,questn,piss.off,questn,questn,questn,end
628,aff.nor,aff.nor,chunk,chunk,questn,end
629,aff.nor,aff.nor,aff.off,aff.off,aff.off,phone
630,chunk,aff.nor,questn,aff.nor,aff.nor,end
631,aff.nor,questn,questn,questn,questn,end
632,aff.nor,chunk,chunk,aff.nor,aff.nor,end
633,aff.nor,aff.nor,chunk,chunk,questn,end
634,questn,chunk,chunk,chunk,questn,end
636,aff.nor,questn,questn,questn,questn,end
638,aff.nor,aff.nor,questn,questn,questn,end
639,aff.nor,aff.nor,chunk,chunk,chunk,end
640,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
642,chunk,aff.nor,questn,aff.nor,aff.nor,phone
643,aff.nor,questn,questn,chunk,chunk,phone
644,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
645,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
646,questn,aff.nor,aff.nor,questn,aff.nor,end
647,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
648,aff.nor,aff.nor,chunk,chunk,questn,end
649,piss.off,aff.nor,aff.nor,aff.nor,aff.nor,end
650,questn,questn,questn,questn,chunk,end
651,questn,chunk,aff.nor,aff.nor,aff.nor,phone
652,aff.nor,questn,aff.nor,chunk,questn,end
653,aff.nor,chunk,aff.nor,aff.nor,chunk,end
654,questn,aff.nor,chunk,chunk,chunk,end
655,chunk,aff.nor,chunk,chunk,questn,end
656,piss.off,aff.nor,aff.nor,questn,aff.nor,end
657,aff.nor,questn,aff.nor,chunk,aff.nor,end
658,questn,aff.nor,aff.nor,questn,aff.nor,end
659,questn,questn,aff.off,aff.off,aff.off,end
660,aff.nor,questn,chunk,aff.nor,aff.nor,end
661,aff.nor,questn,chunk,aff.nor,aff.nor,end
662,aff.nor,aff.nor,aff.nor,questn,aff.nor,phone
663,aff.nor,questn,aff.off,aff.off,aff.off,piss.off
664,aff.nor,chunk,aff.nor,questn,aff.nor,end
665,aff.nor,questn,questn,aff.nor,aff.nor,end
666,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
667,aff.nor,chunk,aff.off,aff.off,aff.off,end
668,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
669,questn,aff.nor,aff.off,aff.off,aff.off,phone
670,aff.nor,aff.nor,aff.nor,aff.nor,chunk,end
671,chunk,aff.nor,aff.nor,questn,aff.nor,phone
672,aff.nor,aff.nor,chunk,chunk,chunk,end
673,aff.nor,aff.nor,chunk,questn,aff.nor,end
674,aff.nor,aff.nor,chunk,chunk,questn,end
675,aff.nor,questn,questn,aff.nor,aff.nor,piss.off
676,questn,aff.nor,chunk,chunk,questn,end
677,aff.nor,aff.nor,questn,questn,questn,end
678,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
679,aff.nor,aff.nor,chunk,chunk,chunk,end
680,aff.nor,questn,chunk,chunk,chunk,end
681,questn,aff.nor,questn,questn,aff.nor,end
682,aff.nor,chunk,chunk,chunk,chunk,end
683,questn,chunk,questn,aff.nor,aff.nor,phone
684,aff.nor,questn,aff.nor,aff.nor,aff.nor,phone
685,chunk,aff.nor,aff.off,aff.off,aff.off,piss.off
686,chunk,aff.nor,aff.nor,aff.nor,chunk,end
687,chunk,questn,aff.nor,aff.nor,chunk,end
688,aff.nor,questn,questn,chunk,aff.nor,end
689,aff.nor,questn,chunk,chunk,questn,end
690,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
691,piss.off,aff.nor,chunk,chunk,chunk,end
692,piss.off,questn,aff.nor,questn,questn,end
693,aff.nor,aff.nor,questn,questn,questn,phone
694,aff.nor,questn,aff.off,aff.off,aff.off,end
695,aff.nor,aff.nor,questn,questn,questn,end
697,questn,aff.nor,aff.nor,aff.nor,aff.nor,phone
698,chunk,aff.nor,aff.off,aff.off,aff.off,end
700,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
701,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
702,questn,aff.nor,aff.off,aff.off,aff.off,end
703,questn,chunk,aff.nor,aff.nor,chunk,phone
704,questn,aff.nor,aff.nor,aff.nor,questn,end
705,aff.nor,questn,chunk,chunk,questn,end
706,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
707,aff.nor,chunk,aff.off,aff.off,aff.off,end
708,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
709,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
710,questn,questn,aff.nor,aff.nor,aff.nor,end
711,chunk,chunk,chunk,chunk,questn,end
712,aff.nor,aff.nor,chunk,aff.nor,aff.nor,phone
713,chunk,questn,chunk,chunk,chunk,end
714,aff.nor,aff.nor,aff.nor,questn,chunk,phone
715,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
716,aff.nor,aff.nor,chunk,chunk,chunk,end
717,questn,questn,aff.off,aff.off,aff.off,piss.off
718,chunk,aff.nor,aff.nor,aff.nor,questn,end
719,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
720,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
721,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
722,aff.nor,questn,aff.nor,questn,questn,end
723,aff.nor,questn,chunk,chunk,chunk,end
724,aff.nor,chunk,questn,aff.nor,aff.nor,end
725,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
726,aff.nor,questn,chunk,chunk,chunk,end
727,aff.nor,aff.nor,questn,questn,questn,end
729,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
730,aff.nor,chunk,aff.nor,aff.nor,questn,end
731,chunk,aff.nor,questn,questn,questn,end
732,questn,aff.nor,aff.nor,aff.nor,chunk,end
733,aff.nor,aff.nor,chunk,chunk,chunk,end
734,aff.nor,questn,questn,aff.nor,piss.off,end
735,aff.nor,aff.nor,questn,questn,questn,end
736,questn,aff.nor,aff.nor,aff.nor,aff.nor,phone
737,chunk,aff.nor,chunk,chunk,questn,end
738,aff.nor,questn,aff.off,aff.off,aff.off,end
739,aff.nor,aff.nor,chunk,chunk,chunk,end
740,questn,questn,aff.nor,aff.nor,chunk,end
741,aff.nor,piss.off,chunk,chunk,questn,end
742,aff.nor,questn,chunk,chunk,chunk,end
743,aff.nor,chunk,aff.nor,aff.nor,aff.nor,phone
744,chunk,aff.nor,chunk,chunk,questn,end
746,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
747,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
748,questn,aff.nor,aff.nor,aff.nor,aff.nor,phone
749,aff.nor,chunk,aff.off,aff.off,aff.off,end
750,questn,aff.nor,chunk,aff.nor,questn,phone
751,aff.nor,chunk,aff.nor,aff.nor,aff.nor,end
752,questn,questn,questn,questn,questn,end
753,chunk,aff.nor,aff.nor,aff.nor,questn,end
754,questn,aff.nor,chunk,questn,questn,end
755,aff.nor,aff.nor,chunk,chunk,questn,end
757,aff.nor,aff.nor,questn,aff.nor,questn,end
758,questn,aff.nor,chunk,chunk,chunk,end
759,chunk,aff.nor,questn,questn,questn,end
760,aff.nor,aff.nor,questn,questn,questn,end
761,aff.nor,aff.nor,chunk,chunk,questn,end
762,aff.nor,questn,questn,questn,questn,end
764,aff.nor,aff.nor,chunk,chunk,questn,end
765,aff.nor,aff.nor,questn,questn,aff.nor,phone
766,chunk,questn,aff.nor,aff.nor,questn,phone
767,aff.nor,aff.nor,aff.nor,chunk,aff.nor,end
768,chunk,aff.nor,chunk,questn,aff.nor,end
769,aff.nor,aff.nor,aff.nor,chunk,chunk,end
770,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
771,questn,aff.nor,questn,questn,questn,end
772,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
773,aff.nor,aff.nor,chunk,chunk,chunk,end
774,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
775,questn,piss.off,questn,aff.nor,questn,end
777,questn,aff.nor,aff.nor,aff.nor,aff.nor,phone
778,aff.nor,aff.nor,aff.nor,questn,aff.nor,phone
779,chunk,aff.nor,questn,questn,questn,end
780,piss.off,aff.nor,aff.off,aff.off,aff.off,piss.off
781,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
782,questn,chunk,questn,questn,chunk,end
783,aff.nor,chunk,aff.nor,aff.nor,questn,end
784,aff.nor,aff.nor,chunk,chunk,chunk,end
785,piss.off,aff.nor,questn,aff.nor,aff.nor,piss.off
786,questn,aff.nor,aff.nor,aff.nor,chunk,phone
787,chunk,aff.nor,questn,aff.nor,aff.nor,end
788,aff.nor,questn,chunk,chunk,questn,end
789,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
790,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
791,aff.nor,aff.nor,chunk,chunk,questn,end
792,aff.nor,questn,chunk,aff.nor,aff.nor,end
793,chunk,questn,aff.nor,aff.nor,questn,end
794,piss.off,aff.nor,aff.nor,aff.nor,chunk,end
795,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
796,chunk,aff.nor,aff.nor,questn,questn,end
797,questn,questn,questn,aff.nor,aff.nor,end
798,aff.nor,aff.nor,questn,aff.nor,chunk,end
799,aff.nor,aff.nor,questn,aff.nor,aff.nor,phone
800,aff.nor,aff.nor,questn,questn,questn,end
801,aff.nor,aff.nor,questn,questn,questn,end
802,aff.nor,aff.nor,questn,questn,questn,end
803,aff.nor,aff.nor,chunk,chunk,chunk,end
804,questn,aff.nor,aff.off,aff.off,aff.off,end
805,aff.nor,chunk,aff.nor,aff.nor,aff.nor,phone
806,chunk,aff.nor,aff.nor,aff.nor,aff.nor,phone
807,aff.nor,aff.nor,chunk,aff.nor,chunk,end
808,questn,chunk,chunk,chunk,questn,end
809,aff.nor,chunk,questn,questn,questn,end
810,aff.nor,aff.nor,questn,questn,questn,end
811,questn,aff.nor,chunk,chunk,chunk,end
812,chunk,aff.nor,aff.off,aff.off,aff.off,piss.off
813,aff.nor,questn,chunk,chunk,chunk,end
814,questn,aff.nor,aff.nor,aff.nor,chunk,phone
815,aff.nor,chunk,aff.nor,aff.nor,aff.nor,end
816,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
817,questn,questn,questn,questn,questn,end
818,aff.nor,chunk,aff.off,aff.off,aff.off,piss.off
819,aff.nor,questn,questn,questn,questn,end
820,aff.nor,aff.nor,aff.nor,aff.nor,chunk,end
821,aff.nor,aff.nor,chunk,chunk,chunk,end
822,aff.nor,aff.nor,questn,questn,questn,end
823,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
824,chunk,piss.off,aff.nor,aff.nor,aff.nor,end
825,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
826,aff.nor,aff.nor,questn,chunk,aff.nor,end
827,aff.nor,piss.off,aff.nor,questn,aff.nor,end
828,questn,piss.off,aff.nor,questn,aff.nor,end
829,aff.nor,chunk,aff.nor,aff.nor,piss.off,end
830,aff.nor,questn,questn,questn,questn,end
831,chunk,aff.nor,chunk,chunk,questn,end
832,aff.nor,aff.nor,aff.nor,aff.nor,chunk,end
833,chunk,aff.nor,aff.nor,aff.nor,aff.nor,end
834,questn,aff.nor,chunk,questn,aff.nor,end
835,aff.nor,chunk,chunk,chunk,chunk,end
836,aff.nor,questn,questn,questn,questn,end
837,aff.nor,aff.nor,chunk,chunk,questn,end
838,aff.nor,questn,chunk,chunk,chunk,end
839,piss.off,questn,aff.off,aff.off,aff.off,end
840,aff.nor,aff.nor,chunk,chunk,chunk,end
841,questn,aff.nor,questn,aff.nor,aff.nor,piss.off
842,chunk,aff.nor,aff.off,aff.off,aff.off,end
843,questn,aff.nor,aff.nor,questn,aff.nor,end
844,questn,aff.nor,questn,questn,questn,end
845,aff.nor,aff.nor,questn,piss.off,aff.nor,phone
846,chunk,aff.nor,aff.nor,aff.nor,questn,phone
847,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
848,aff.nor,chunk,aff.nor,aff.nor,aff.nor,phone
849,chunk,aff.nor,aff.nor,aff.nor,chunk,end
850,piss.off,aff.nor,chunk,chunk,chunk,end
851,piss.off,questn,aff.nor,chunk,aff.nor,end
852,aff.nor,piss.off,questn,questn,aff.nor,phone
853,aff.nor,aff.nor,chunk,aff.nor,aff.nor,end
854,aff.nor,questn,chunk,chunk,aff.nor,end
855,aff.nor,chunk,chunk,chunk,questn,end
856,aff.nor,aff.nor,chunk,chunk,chunk,end
857,questn,aff.nor,aff.nor,aff.nor,questn,end
858,aff.nor,aff.nor,questn,questn,questn,end
859,aff.nor,questn,aff.nor,aff.nor,questn,end
860,aff.nor,aff.nor,aff.nor,aff.nor,questn,phone
861,aff.nor,aff.nor,questn,questn,questn,end
862,chunk,questn,aff.nor,questn,aff.nor,end
863,questn,questn,questn,questn,aff.nor,end
864,chunk,questn,chunk,chunk,questn,end
865,aff.nor,chunk,aff.nor,aff.nor,aff.nor,end
866,aff.nor,questn,chunk,aff.nor,aff.nor,phone
867,aff.nor,aff.nor,questn,chunk,aff.nor,end
868,questn,aff.nor,chunk,chunk,chunk,end
869,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
870,questn,questn,aff.nor,aff.nor,chunk,piss.off
871,aff.nor,questn,chunk,chunk,questn,end
872,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
873,aff.nor,questn,aff.off,aff.off,aff.off,end
874,chunk,aff.nor,questn,piss.off,questn,end
875,aff.nor,aff.nor,chunk,chunk,chunk,end
876,aff.nor,chunk,aff.nor,aff.nor,aff.nor,phone
877,aff.nor,aff.nor,chunk,chunk,chunk,end
878,aff.nor,questn,chunk,aff.nor,aff.nor,end
879,aff.nor,chunk,questn,chunk,aff.nor,piss.off
880,aff.nor,questn,aff.off,aff.off,aff.off,end
881,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
882,aff.nor,aff.nor,questn,questn,questn,end
883,aff.nor,questn,chunk,chunk,questn,end
884,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
885,aff.nor,aff.nor,questn,questn,questn,end
886,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
887,aff.nor,aff.nor,questn,questn,questn,end
888,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
889,aff.nor,questn,aff.off,aff.off,aff.off,piss.off
890,questn,questn,aff.off,aff.off,aff.off,piss.off
891,questn,aff.nor,questn,questn,questn,end
892,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
893,aff.nor,chunk,chunk,questn,aff.nor,end
894,aff.nor,questn,chunk,chunk,chunk,end
895,chunk,questn,chunk,chunk,chunk,end
896,chunk,questn,chunk,chunk,questn,end
897,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
898,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
899,aff.nor,aff.nor,chunk,aff.nor,questn,end
900,questn,chunk,chunk,chunk,chunk,end
901,questn,chunk,chunk,chunk,chunk,end
902,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
903,aff.nor,aff.nor,questn,aff.nor,questn,end
904,questn,aff.nor,questn,questn,questn,end
905,chunk,aff.nor,aff.off,aff.off,aff.off,end
906,aff.nor,aff.nor,questn,questn,aff.nor,end
907,aff.nor,aff.nor,questn,questn,questn,end
908,aff.nor,chunk,questn,questn,questn,end
909,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
910,piss.off,aff.nor,questn,questn,questn,end
911,aff.nor,aff.nor,chunk,aff.nor,questn,end
912,aff.nor,chunk,chunk,chunk,questn,end
913,aff.nor,questn,aff.nor,aff.nor,questn,piss.off
